id,airport_code,captured_at_local,taxis_in_holding,taxis_at_curb,active_lanes_json,lane_capacity_per_15m
13525,BKK,2026-01-18 15:00,195,48,"[60, 66, 70, 71]",32
13526,BKK,2026-01-18 15:15,159,57,"[60, 66, 69, 72]",24
13527,BKK,2026-01-18 15:30,162,42,"[67, 68, 69, 70]",52
13528,BKK,2026-01-18 15:45,161,49,"[60, 64, 69, 70]",28
13529,BKK,2026-01-18 16:00,202,50,"[63, 69, 71, 72]",40
13530,BKK,2026-01-18 16:15,163,50,"[60, 62, 64, 69]",32
13531,BKK,2026-01-18 16:30,189,57,"[63, 64, 66, 68]",24
13532,BKK,2026-01-18 16:45,164,46,"[61, 62, 64, 68]",32
13533,BKK,2026-01-18 17:00,255,69,"[61, 64, 65, 66, 72]",45
13534,BKK,2026-01-18 17:15,206,50,"[65, 69, 70, 71, 72]",40
13535,BKK,2026-01-18 17:30,209,53,"[60, 63, 64, 65, 69]",35
13536,BKK,2026-01-18 17:45,194,55,"[60, 64, 67, 71, 72]",35
13537,BKK,2026-01-18 18:00,198,44,"[60, 61, 63, 64, 70]",45
13538,BKK,2026-01-18 18:15,214,42,"[60, 61, 64, 67, 69]",40
13539,BKK,2026-01-18 18:30,199,58,"[60, 63, 67, 69, 72]",40
13540,BKK,2026-01-18 18:45,160,60,"[61, 63, 67, 70, 72]",60
13541,BKK,2026-01-18 19:00,162,43,"[60, 63, 64, 69]",20
13542,BKK,2026-01-18 19:15,180,51,"[65, 66, 67, 70, 71]",35
13543,BKK,2026-01-18 19:30,189,49,"[63, 65, 66, 68, 71]",40
13544,BKK,2026-01-18 19:45,164,48,"[60, 62, 68, 69]",32
13545,BKK,2026-01-18 20:00,119,43,"[63, 66]",16
13546,BKK,2026-01-18 20:15,134,35,"[63, 67]",20
13547,BKK,2026-01-18 20:30,167,51,"[60, 64, 72]",30
13548,BKK,2026-01-18 20:45,174,39,"[60, 67, 71]",27
13549,BKK,2026-01-18 21:00,138,41,"[63, 70]",8
13550,BKK,2026-01-18 21:15,140,16,"[63, 66, 69]",27
13551,BKK,2026-01-18 21:30,104,47,"[62, 66]",16
13552,BKK,2026-01-18 21:45,142,47,"[60, 61, 65]",33
13553,BKK,2026-01-18 22:00,227,41,"[60, 61, 62, 65, 71]",25
13554,BKK,2026-01-18 22:15,186,58,"[60, 61, 64, 71, 72]",40
13555,BKK,2026-01-18 22:30,174,37,"[60, 61, 65, 66]",24
13556,BKK,2026-01-18 22:45,200,40,"[60, 68, 70, 71]",32
13557,BKK,2026-01-18 23:00,221,60,"[62, 63, 64, 67, 68, 70, 72]",56
13558,BKK,2026-01-18 23:15,269,55,"[60, 61, 62, 65, 66, 71, 72]",77
13559,BKK,2026-01-18 23:30,285,62,"[61, 62, 65, 67, 68, 71, 72]",42
13560,BKK,2026-01-18 23:45,256,74,"[61, 62, 63, 65, 66, 69, 71]",63
13561,BKK,2026-01-19 00:00,143,35,"[62, 66, 70, 71, 72]",20
13562,BKK,2026-01-19 00:15,167,40,"[60, 64, 69, 70, 72]",20
13563,BKK,2026-01-19 00:30,159,33,"[63, 66, 68, 70, 72]",20
13564,BKK,2026-01-19 00:45,145,40,"[64, 67, 69, 70, 71]",20
13565,BKK,2026-01-19 01:00,126,39,"[60, 67, 69, 70, 72]",25
13566,BKK,2026-01-19 01:15,171,42,"[62, 65, 66, 67, 69]",35
13567,BKK,2026-01-19 01:30,134,36,"[60, 64, 68, 69, 70]",20
13568,BKK,2026-01-19 01:45,151,42,"[61, 62, 65, 70, 72]",20
13569,BKK,2026-01-19 02:00,82,32,"[68, 72]",10
13570,BKK,2026-01-19 02:15,110,18,"[65, 68]",10
13571,BKK,2026-01-19 02:30,96,28,"[64, 68]",10
13572,BKK,2026-01-19 02:45,93,22,"[70, 71]",8
13573,BKK,2026-01-19 03:00,88,23,"[63, 70]",8
13574,BKK,2026-01-19 03:15,88,25,"[65, 72]",8
13575,BKK,2026-01-19 03:30,77,15,"[60, 65]",8
13576,BKK,2026-01-19 03:45,79,12,"[60, 68]",10
13577,BKK,2026-01-19 04:00,83,30,"[61, 67]",8
13578,BKK,2026-01-19 04:15,80,16,"[67, 70]",8
13579,BKK,2026-01-19 04:30,72,26,"[65, 70]",8
13580,BKK,2026-01-19 04:45,79,26,"[67, 71]",8
13581,BKK,2026-01-19 05:00,199,59,"[62, 64, 67, 71, 72]",25
13582,BKK,2026-01-19 05:15,195,63,"[60, 62, 63, 70, 71]",20
13583,BKK,2026-01-19 05:30,174,43,"[60, 63, 68, 69, 71]",20
13584,BKK,2026-01-19 05:45,234,44,"[61, 62, 65, 68, 69, 71]",36
13585,BKK,2026-01-19 06:00,221,44,"[62, 63, 64, 66, 71, 72]",30
13586,BKK,2026-01-19 06:15,200,51,"[60, 61, 67, 69, 70, 72]",42
13587,BKK,2026-01-19 06:30,205,68,"[61, 62, 63, 64, 66, 70]",36
13588,BKK,2026-01-19 06:45,194,57,"[65, 69, 70, 71, 72]",35
13589,BKK,2026-01-19 07:00,241,63,"[60, 64, 65, 68, 69, 71]",30
13590,BKK,2026-01-19 07:15,269,73,"[61, 62, 65, 67, 68, 69, 70]",56
13591,BKK,2026-01-19 07:30,249,72,"[60, 62, 63, 64, 70, 71, 72]",49
13592,BKK,2026-01-19 07:45,266,64,"[62, 63, 64, 68, 69, 71, 72]",84
13593,BKK,2026-01-19 08:00,239,69,"[60, 62, 63, 66, 71, 72]",48
13594,BKK,2026-01-19 08:15,260,57,"[60, 64, 67, 68, 72]",45
13595,BKK,2026-01-19 08:30,245,77,"[61, 67, 69, 70, 71, 72]",66
13596,BKK,2026-01-19 08:45,268,55,"[60, 64, 65, 66, 67, 72]",24
13597,BKK,2026-01-19 09:00,168,44,"[63, 64, 65, 72]",28
13598,BKK,2026-01-19 09:15,190,55,"[62, 66, 70, 71]",40
13599,BKK,2026-01-19 09:30,159,29,"[62, 65, 70, 71]",24
13600,BKK,2026-01-19 09:45,144,47,"[62, 66, 68, 72]",36
13601,BKK,2026-01-19 10:00,221,56,"[62, 64, 65, 66, 69]",65
13602,BKK,2026-01-19 10:15,204,28,"[60, 61, 66, 68, 69]",40
13603,BKK,2026-01-19 10:30,175,41,"[60, 61, 67, 68, 69]",35
13604,BKK,2026-01-19 10:45,188,47,"[62, 63, 68, 69, 71]",45
13605,BKK,2026-01-19 11:00,212,65,"[62, 63, 64, 67, 70, 72]",54
13606,BKK,2026-01-19 11:15,184,57,"[60, 61, 64, 68, 71]",60
13607,BKK,2026-01-19 11:30,223,59,"[60, 61, 63, 66, 67, 68]",60
13608,BKK,2026-01-19 11:45,206,60,"[60, 61, 63, 69, 71]",40
13609,BKK,2026-01-19 12:00,156,47,"[68, 71, 72]",24
13610,BKK,2026-01-19 12:15,170,33,"[61, 63, 67]",30
13611,BKK,2026-01-19 12:30,102,57,"[60, 67, 69]",27
13612,BKK,2026-01-19 12:45,150,45,"[70, 71, 72]",27
13613,BKK,2026-01-19 13:00,164,41,"[61, 67, 69, 72]",36
13614,BKK,2026-01-19 13:15,231,50,"[60, 65, 68, 69]",28
13615,BKK,2026-01-19 13:30,226,44,"[68, 70, 71, 72]",24
13616,BKK,2026-01-19 13:45,202,60,"[62, 64, 65, 68]",40
13617,BKK,2026-01-19 14:00,110,62,"[61, 63, 65]",18
13618,BKK,2026-01-19 14:15,158,38,"[62, 67, 70]",30
13619,BKK,2026-01-19 14:30,117,42,"[63, 68, 69]",21
13620,BKK,2026-01-19 14:45,132,32,"[65, 66, 69]",21
13621,BKK,2026-01-19 15:00,150,56,"[62, 64, 65, 70]",36
13622,BKK,2026-01-19 15:15,199,41,"[61, 63, 68, 70]",24
13623,BKK,2026-01-19 15:30,152,35,"[60, 65, 66, 71]",40
13624,BKK,2026-01-19 15:45,193,49,"[61, 63, 64, 66]",20
13625,BKK,2026-01-19 16:00,99,38,"[63, 67, 70]",27
13626,BKK,2026-01-19 16:15,139,57,"[64, 68, 71]",18
13627,BKK,2026-01-19 16:30,174,42,"[60, 68, 72]",27
13628,BKK,2026-01-19 16:45,158,38,"[61, 64, 69]",30
13629,BKK,2026-01-19 17:00,220,55,"[63, 64, 65, 67, 72]",40
13630,BKK,2026-01-19 17:15,229,38,"[61, 62, 66, 69, 70]",40
13631,BKK,2026-01-19 17:30,245,57,"[61, 63, 64, 67, 69]",55
13632,BKK,2026-01-19 17:45,191,51,,40
13633,BKK,2026-01-19 18:00,204,55,"[64, 66, 68, 70]",32
13634,BKK,2026-01-19 18:15,233,68,"[60, 64, 65, 71]",40
13635,BKK,2026-01-19 18:30,166,66,"[63, 67, 68, 69]",40
13636,BKK,2026-01-19 18:45,203,49,"[64, 65, 71, 72]",40
13637,BKK,2026-01-19 19:00,129,21,"[60, 62, 66]",30
13638,BKK,2026-01-19 19:15,139,52,"[63, 67, 70]",21
13639,BKK,2026-01-19 19:30,115,36,"[66, 68, 72]",21
13640,BKK,2026-01-19 19:45,139,55,"[63, 65, 69]",30
13641,BKK,2026-01-19 20:00,156,22,"[60, 71, 72]",24
13642,BKK,2026-01-19 20:15,137,25,"[61, 68]",18
13643,BKK,2026-01-19 20:30,157,28,"[63, 67, 69]",18
13644,BKK,2026-01-19 20:45,157,37,"[61, 62, 64]",21
13645,BKK,2026-01-19 21:00,154,43,"[60, 63, 71]",24
13646,BKK,2026-01-19 21:15,133,27,"[62, 71]",8
13647,BKK,2026-01-19 21:30,169,40,"[62, 67, 70]",27
13648,BKK,2026-01-19 21:45,120,40,"[64, 67, 72]",27
13649,BKK,2026-01-19 22:00,163,35,"[61, 65, 71]",12
13650,BKK,2026-01-19 22:15,170,40,"[60, 62, 63]",12
13651,BKK,2026-01-19 22:30,136,45,"[61, 63, 68]",18
13652,BKK,2026-01-19 22:45,167,39,"[68, 71, 72]",15
13653,BKK,2026-01-19 23:00,240,57,"[60, 62, 65, 66, 67, 70, 72]",35
13654,BKK,2026-01-19 23:15,266,55,"[60, 61, 64, 65, 68, 69, 70]",35
13655,BKK,2026-01-19 23:30,241,73,"[60, 64, 66, 67, 68, 69, 70]",63
13656,BKK,2026-01-19 23:45,232,66,"[60, 61, 62, 64, 68, 69]",36
13657,BKK,2026-01-20 00:00,139,37,"[60, 61, 65, 67, 71]",20
13658,BKK,2026-01-20 00:15,142,29,"[60, 64, 66, 69, 70]",20
13659,BKK,2026-01-20 00:30,138,42,"[62, 68, 69, 70, 71]",25
13660,BKK,2026-01-20 00:45,147,56,"[66, 69, 70, 71, 72]",20
13661,BKK,2026-01-20 01:00,158,48,"[65, 66, 67, 70, 72]",25
13662,BKK,2026-01-20 01:15,143,40,"[63, 65, 66, 67, 71]",20
13663,BKK,2026-01-20 01:30,186,48,"[61, 62, 65, 68, 69]",25
13664,BKK,2026-01-20 01:45,148,42,"[61, 64, 68, 70, 71]",20
13665,BKK,2026-01-20 02:00,119,27,"[61, 64, 72]",18
13666,BKK,2026-01-20 02:15,90,29,"[66, 67, 72]",12
13667,BKK,2026-01-20 02:30,122,29,"[66, 68, 70]",12
13668,BKK,2026-01-20 02:45,107,28,,12
13669,BKK,2026-01-20 03:00,103,37,"[62, 68]",12
13670,BKK,2026-01-20 03:15,81,23,"[63, 69]",10
13671,BKK,2026-01-20 03:30,97,20,"[61, 67]",8
13672,BKK,2026-01-20 03:45,67,29,"[63, 64]",10
13673,BKK,2026-01-20 04:00,105,34,"[62, 69]",14
13674,BKK,2026-01-20 04:15,102,24,"[70, 72]",8
13675,BKK,2026-01-20 04:30,104,27,"[62, 67]",12
13676,BKK,2026-01-20 04:45,89,31,"[66, 71]",8
13677,BKK,2026-01-20 05:00,157,41,"[61, 62, 65, 67, 70, 71]",48
13678,BKK,2026-01-20 05:15,206,61,"[61, 62, 69, 70, 71]",30
13679,BKK,2026-01-20 05:30,240,50,"[60, 62, 65, 66, 68]",25
13680,BKK,2026-01-20 05:45,148,54,,30
13681,BKK,2026-01-20 06:00,234,60,"[63, 65, 67, 69, 71, 72]",24
13682,BKK,2026-01-20 06:15,189,47,"[60, 63, 64, 67, 68]",30
13683,BKK,2026-01-20 06:30,228,61,"[61, 63, 67, 69, 70, 72]",30
13684,BKK,2026-01-20 06:45,191,49,"[60, 64, 65, 70, 71]",25
13685,BKK,2026-01-20 07:00,256,67,"[62, 63, 64, 68, 69, 70, 71]",56
13686,BKK,2026-01-20 07:15,249,62,"[60, 64, 65, 66, 69, 70, 71]",70
13687,BKK,2026-01-20 07:30,246,79,"[61, 62, 65, 66, 68, 69, 72]",56
13688,BKK,2026-01-20 07:45,229,68,"[60, 64, 65, 66, 67, 68, 70]",56
13689,BKK,2026-01-20 08:00,251,57,"[62, 64, 68, 69, 72]",40
13690,BKK,2026-01-20 08:15,226,60,"[62, 64, 67, 68, 70]",30
13691,BKK,2026-01-20 08:30,210,56,"[60, 61, 65, 67, 72]",40
13692,BKK,2026-01-20 08:45,147,77,"[61, 66, 69, 70, 72]",55
13693,BKK,2026-01-20 09:00,217,52,"[60, 64, 67, 68, 72]",35
13694,BKK,2026-01-20 09:15,180,43,"[61, 63, 65, 71]",40
13695,BKK,2026-01-20 09:30,209,55,"[60, 65, 67, 70]",36
13696,BKK,2026-01-20 09:45,198,50,"[61, 62, 67, 68, 70]",55
13697,BKK,2026-01-20 10:00,181,33,"[60, 67, 68, 72]",36
13698,BKK,2026-01-20 10:15,191,54,"[62, 66, 67, 70]",32
13699,BKK,2026-01-20 10:30,165,64,"[61, 63, 66, 71]",36
13700,BKK,2026-01-20 10:45,144,67,"[60, 61, 71, 72]",36
13701,BKK,2026-01-20 11:00,214,56,"[60, 66, 70, 72]",40
13702,BKK,2026-01-20 11:15,171,64,"[65, 68, 69, 70]",36
13703,BKK,2026-01-20 11:30,195,52,"[60, 61, 68, 70]",40
13704,BKK,2026-01-20 11:45,212,64,"[63, 64, 67, 68]",32
13705,BKK,2026-01-20 12:00,164,60,"[61, 62, 64, 68, 71]",60
13706,BKK,2026-01-20 12:15,194,76,"[61, 68, 69, 71]",32
13707,BKK,2026-01-20 12:30,207,54,,32
13708,BKK,2026-01-20 12:45,180,47,"[60, 63, 70, 71, 72]",45
13709,BKK,2026-01-20 13:00,149,48,"[62, 65, 68, 72]",32
13710,BKK,2026-01-20 13:15,193,52,"[62, 63, 64, 69]",52
13711,BKK,2026-01-20 13:30,183,39,"[60, 63, 69, 71]",36
13712,BKK,2026-01-20 13:45,191,44,"[65, 70, 71, 72]",36
13713,BKK,2026-01-20 14:00,184,37,"[61, 67, 68]",15
13714,BKK,2026-01-20 14:15,135,35,"[60, 61, 64]",15
13715,BKK,2026-01-20 14:30,160,30,"[61, 69, 70]",12
13716,BKK,2026-01-20 14:45,173,35,"[60, 65, 68, 71]",16
13717,BKK,2026-01-20 15:00,186,39,"[62, 64, 65, 72]",28
13718,BKK,2026-01-20 15:15,145,48,"[62, 65, 67, 69]",44
13719,BKK,2026-01-20 15:30,179,46,"[67, 69, 70, 71]",32
13720,BKK,2026-01-20 15:45,163,38,"[60, 63, 64, 70]",40
13721,BKK,2026-01-20 16:00,168,32,"[60, 61, 64, 65]",40
13722,BKK,2026-01-20 16:15,146,38,"[61, 62, 68, 70]",32
13723,BKK,2026-01-20 16:30,172,45,"[62, 63, 65]",30
13724,BKK,2026-01-20 16:45,200,51,"[62, 63, 66, 67]",28
13725,BKK,2026-01-20 17:00,189,32,"[64, 67, 69, 72]",48
13726,BKK,2026-01-20 17:15,197,53,"[60, 61, 67, 68]",40
13727,BKK,2026-01-20 17:30,189,52,"[61, 63, 69, 70]",20
13728,BKK,2026-01-20 17:45,217,64,"[60, 65, 68, 71]",40
13729,BKK,2026-01-20 18:00,182,34,"[62, 65, 69, 71]",36
13730,BKK,2026-01-20 18:15,182,61,"[60, 62, 63, 65]",52
13731,BKK,2026-01-20 18:30,190,48,"[60, 70, 71, 72]",36
13732,BKK,2026-01-20 18:45,169,52,"[64, 65, 67, 69]",36
13733,BKK,2026-01-20 19:00,169,20,"[62, 70, 71]",24
13734,BKK,2026-01-20 19:15,152,40,"[60, 64, 68]",15
13735,BKK,2026-01-20 19:30,132,40,"[60, 64, 72]",18
13736,BKK,2026-01-20 19:45,189,50,,24
13737,BKK,2026-01-20 20:00,136,41,"[64, 70]",16
13738,BKK,2026-01-20 20:15,127,30,"[61, 65, 66]",15
13739,BKK,2026-01-20 20:30,134,30,"[64, 66, 67]",18
13740,BKK,2026-01-20 20:45,152,39,"[60, 61, 64]",21
13741,BKK,2026-01-20 21:00,149,40,"[61, 66, 70]",21
13742,BKK,2026-01-20 21:15,217,45,"[61, 66, 72]",21
13743,BKK,2026-01-20 21:30,147,41,"[63, 67, 72]",27
13744,BKK,2026-01-20 21:45,164,54,"[65, 67, 70]",18
13745,BKK,2026-01-20 22:00,116,23,"[66, 69, 71]",27
13746,BKK,2026-01-20 22:15,142,45,"[63, 66, 72]",12
13747,BKK,2026-01-20 22:30,157,17,"[60, 63, 71]",18
13748,BKK,2026-01-20 22:45,147,48,"[60, 66, 70]",21
13749,BKK,2026-01-20 23:00,283,63,"[62, 63, 65, 69, 70, 71, 72]",63
13750,BKK,2026-01-20 23:15,235,62,"[61, 62, 63, 64, 66, 67, 70]",28
13751,BKK,2026-01-20 23:30,255,68,"[61, 63, 64, 65, 66, 69, 72]",42
13752,BKK,2026-01-20 23:45,315,79,"[60, 62, 64, 66, 67, 69, 72]",56
13753,BKK,2026-01-21 00:00,156,31,"[61, 63, 64, 67, 71]",20
13754,BKK,2026-01-21 00:15,145,37,"[67, 68, 69, 70, 71]",20
13755,BKK,2026-01-21 00:30,133,30,"[60, 61, 70, 71, 72]",20
13756,BKK,2026-01-21 00:45,165,37,"[60, 63, 66, 68, 69]",25
13757,BKK,2026-01-21 01:00,172,41,"[64, 67, 68, 71]",24
13758,BKK,2026-01-21 01:15,149,44,"[60, 64, 66, 70]",28
13759,BKK,2026-01-21 01:30,196,46,"[62, 63, 68, 71]",32
13760,BKK,2026-01-21 01:45,171,38,"[65, 66, 67, 69]",20
13761,BKK,2026-01-21 02:00,129,32,"[60, 64, 70]",12
13762,BKK,2026-01-21 02:15,77,18,"[64, 69, 70]",12
13763,BKK,2026-01-21 02:30,85,29,"[62, 68, 69]",12
13764,BKK,2026-01-21 02:45,120,32,"[61, 62, 69]",12
13765,BKK,2026-01-21 03:00,77,31,,8
13766,BKK,2026-01-21 03:15,53,22,"[62, 67]",8
13767,BKK,2026-01-21 03:30,91,18,"[67, 71]",14
13768,BKK,2026-01-21 03:45,80,17,"[60, 64]",8
13769,BKK,2026-01-21 04:00,97,23,"[66, 68]",8
13770,BKK,2026-01-21 04:15,81,22,"[61, 71]",10
13771,BKK,2026-01-21 04:30,88,13,"[63, 66]",12
13772,BKK,2026-01-21 04:45,81,29,"[68, 72]",12
13773,BKK,2026-01-21 05:00,187,44,"[60, 62, 63, 65, 66]",30
13774,BKK,2026-01-21 05:15,197,42,"[60, 62, 64, 68, 71]",30
13775,BKK,2026-01-21 05:30,160,44,"[61, 64, 65, 72]",28
13776,BKK,2026-01-21 05:45,174,39,"[62, 65, 70, 72]",20
13777,BKK,2026-01-21 06:00,244,69,"[60, 62, 66, 67, 69, 71]",36
13778,BKK,2026-01-21 06:15,245,63,"[60, 61, 67, 68, 71, 72]",48
13779,BKK,2026-01-21 06:30,191,62,"[60, 61, 63, 64, 65, 66]",30
13780,BKK,2026-01-21 06:45,188,48,"[63, 66, 67, 70, 72]",30
13781,BKK,2026-01-21 07:00,270,74,"[61, 62, 64, 65, 69, 70, 72]",49
13782,BKK,2026-01-21 07:15,275,79,"[60, 62, 64, 65, 68, 71]",48
13783,BKK,2026-01-21 07:30,254,65,"[61, 62, 63, 65, 67, 69, 72]",56
13784,BKK,2026-01-21 07:45,282,64,"[61, 62, 63, 64, 65, 69, 70]",42
13785,BKK,2026-01-21 08:00,247,71,"[62, 65, 66, 68, 69]",40
13786,BKK,2026-01-21 08:15,197,67,"[60, 64, 65, 71, 72]",50
13787,BKK,2026-01-21 08:30,241,89,"[61, 63, 64, 67, 70]",50
13788,BKK,2026-01-21 08:45,218,61,"[62, 65, 67, 68, 71]",45
13789,BKK,2026-01-21 09:00,223,67,"[60, 68, 69, 70]",32
13790,BKK,2026-01-21 09:15,153,58,"[62, 64, 67, 70]",40
13791,BKK,2026-01-21 09:30,219,57,"[61, 67, 69, 70]",44
13792,BKK,2026-01-21 09:45,178,32,"[62, 64, 66, 70]",44
13793,BKK,2026-01-21 10:00,139,44,"[64, 66, 72]",21
13794,BKK,2026-01-21 10:15,197,48,"[60, 64, 66]",27
13795,BKK,2026-01-21 10:30,205,53,"[62, 63, 66, 68]",52
13796,BKK,2026-01-21 10:45,141,45,"[63, 69, 71]",30
13797,BKK,2026-01-21 11:00,127,61,"[60, 62, 70, 71]",24
13798,BKK,2026-01-21 11:15,209,41,"[60, 63, 64, 71]",36
13799,BKK,2026-01-21 11:30,193,53,,32
13800,BKK,2026-01-21 11:45,187,68,"[60, 62, 67, 70]",40
13801,BKK,2026-01-21 12:00,148,32,"[60, 62, 68]",24
13802,BKK,2026-01-21 12:15,145,52,"[65, 68, 70]",24
13803,BKK,2026-01-21 12:30,166,44,"[61, 65, 70]",33
13804,BKK,2026-01-21 12:45,186,54,"[62, 64, 70]",36
13805,BKK,2026-01-21 13:00,179,72,"[61, 62, 65, 68, 72]",45
13806,BKK,2026-01-21 13:15,219,57,"[61, 65, 67, 70, 72]",45
13807,BKK,2026-01-21 13:30,167,62,"[60, 64, 67, 68, 69]",65
13808,BKK,2026-01-21 13:45,226,46,"[62, 63, 64, 65, 66]",45
13809,BKK,2026-01-21 14:00,172,41,"[64, 69, 70]",33
13810,BKK,2026-01-21 14:15,108,42,"[61, 63, 66]",15
13811,BKK,2026-01-21 14:30,137,38,"[61, 65, 72]",18
13812,BKK,2026-01-21 14:45,139,37,"[60, 64, 70]",21
13813,BKK,2026-01-21 15:00,158,35,"[60, 63, 66]",27
13814,BKK,2026-01-21 15:15,148,46,"[64, 71, 72]",21
13815,BKK,2026-01-21 15:30,148,43,"[61, 67, 69]",24
13816,BKK,2026-01-21 15:45,129,50,"[63, 64, 71]",24
13817,BKK,2026-01-21 16:00,175,42,"[63, 64, 66, 71]",44
13818,BKK,2026-01-21 16:15,160,42,"[63, 64, 69, 70]",40
13819,BKK,2026-01-21 16:30,194,48,"[63, 64, 66, 71]",52
13820,BKK,2026-01-21 16:45,190,56,"[60, 61, 65, 70]",36
13821,BKK,2026-01-21 17:00,243,66,"[60, 62, 64, 69, 71]",45
13822,BKK,2026-01-21 17:15,193,60,"[62, 63, 65, 69, 72]",35
13823,BKK,2026-01-21 17:30,178,67,"[62, 65, 68, 69, 70]",35
13824,BKK,2026-01-21 17:45,226,55,,25
13825,BKK,2026-01-21 18:00,265,60,"[60, 61, 62, 66, 67, 71]",42
13826,BKK,2026-01-21 18:15,235,80,"[63, 66, 67, 68, 71, 72]",60
13827,BKK,2026-01-21 18:30,288,74,"[60, 64, 66, 68, 69, 72]",60
13828,BKK,2026-01-21 18:45,278,70,"[64, 65, 67, 69, 70, 72]",48
13829,BKK,2026-01-21 19:00,203,65,"[64, 69, 70, 71]",32
13830,BKK,2026-01-21 19:15,172,38,"[60, 63, 65, 71]",20
13831,BKK,2026-01-21 19:30,183,38,"[65, 67, 68, 70]",28
13832,BKK,2026-01-21 19:45,165,42,"[66, 70, 71, 72]",40
13833,BKK,2026-01-21 20:00,166,48,"[64, 70, 71]",27
13834,BKK,2026-01-21 20:15,150,50,"[62, 66, 68]",21
13835,BKK,2026-01-21 20:30,175,52,"[60, 62, 64]",18
13836,BKK,2026-01-21 20:45,120,40,"[63, 65, 69]",21
13837,BKK,2026-01-21 21:00,129,42,"[61, 63, 65]",27
13838,BKK,2026-01-21 21:15,145,28,"[66, 68, 72]",30
13839,BKK,2026-01-21 21:30,136,52,"[69, 71, 72]",21
13840,BKK,2026-01-21 21:45,125,35,"[64, 70]",22
13841,BKK,2026-01-21 22:00,122,25,"[65, 66, 69]",12
13842,BKK,2026-01-21 22:15,118,35,"[63, 67, 69]",15
13843,BKK,2026-01-21 22:30,152,50,"[61, 64, 65]",18
13844,BKK,2026-01-21 22:45,99,39,"[61, 64, 68]",15
13845,BKK,2026-01-21 23:00,230,85,"[60, 65, 66, 67, 68, 71, 72]",42
13846,BKK,2026-01-21 23:15,243,67,"[60, 61, 64, 65, 69, 70, 72]",35
13847,BKK,2026-01-21 23:30,261,62,"[60, 63, 65, 67, 68, 69, 72]",49
13848,BKK,2026-01-21 23:45,251,60,"[60, 62, 63, 67, 68, 69, 71]",42
13849,BKK,2026-01-22 00:00,137,42,"[60, 61, 66, 67, 70]",30
13850,BKK,2026-01-22 00:15,158,40,"[60, 64, 66, 67, 70]",30
13851,BKK,2026-01-22 00:30,182,42,"[62, 66, 68, 69, 72]",30
13852,BKK,2026-01-22 00:45,144,42,"[62, 63, 65, 68, 70]",25
13853,BKK,2026-01-22 01:00,193,43,"[62, 63, 67, 70]",16
13854,BKK,2026-01-22 01:15,169,50,"[60, 63, 67, 70]",20
13855,BKK,2026-01-22 01:30,140,37,"[60, 63, 68, 70]",28
13856,BKK,2026-01-22 01:45,172,40,"[61, 68, 69, 72]",32
13857,BKK,2026-01-22 02:00,101,27,"[61, 62, 69]",15
13858,BKK,2026-01-22 02:15,106,38,"[64, 67, 71]",12
13859,BKK,2026-01-22 02:30,107,26,"[60, 62, 71]",12
13860,BKK,2026-01-22 02:45,99,26,"[66, 70, 71]",15
13861,BKK,2026-01-22 03:00,76,28,"[67, 72]",8
13862,BKK,2026-01-22 03:15,99,32,"[61, 66]",12
13863,BKK,2026-01-22 03:30,77,29,"[67, 71]",8
13864,BKK,2026-01-22 03:45,99,30,"[61, 67]",8
13865,BKK,2026-01-22 04:00,91,31,"[63, 64]",12
13866,BKK,2026-01-22 04:15,79,32,"[69, 72]",10
13867,BKK,2026-01-22 04:30,77,22,"[61, 70]",12
13868,BKK,2026-01-22 04:45,59,21,"[62, 71]",8
13869,BKK,2026-01-22 05:00,167,42,"[61, 64, 70, 72]",28
13870,BKK,2026-01-22 05:15,151,36,"[63, 64, 65, 66]",16
13871,BKK,2026-01-22 05:30,152,39,"[66, 67, 68, 71]",16
13872,BKK,2026-01-22 05:45,182,44,"[60, 62, 68, 69]",20
13873,BKK,2026-01-22 06:00,221,55,"[63, 64, 66, 67, 69, 72]",48
13874,BKK,2026-01-22 06:15,187,39,"[62, 64, 68, 69, 71]",20
13875,BKK,2026-01-22 06:30,203,64,"[60, 61, 66, 68, 70, 71]",42
13876,BKK,2026-01-22 06:45,240,47,"[60, 62, 64, 69, 70, 71]",24
13877,BKK,2026-01-22 07:00,259,65,"[60, 64, 65, 66, 68, 70, 71]",35
13878,BKK,2026-01-22 07:15,234,70,"[62, 64, 65, 66, 67, 70, 72]",42
13879,BKK,2026-01-22 07:30,232,54,"[61, 64, 65, 66, 68, 71, 72]",49
13880,BKK,2026-01-22 07:45,292,75,"[60, 62, 63, 64, 67, 70, 72]",49
13881,BKK,2026-01-22 08:00,188,66,"[61, 62, 64, 66, 71]",40
13882,BKK,2026-01-22 08:15,208,40,"[61, 63, 65, 67, 72]",50
13883,BKK,2026-01-22 08:30,191,53,"[61, 62, 68, 69, 71]",35
13884,BKK,2026-01-22 08:45,178,58,"[62, 66, 68, 71, 72]",40
13885,BKK,2026-01-22 09:00,216,48,,28
13886,BKK,2026-01-22 09:15,182,69,"[60, 61, 66, 69]",40
13887,BKK,2026-01-22 09:30,134,35,"[63, 64, 65, 70]",40
13888,BKK,2026-01-22 09:45,206,58,"[61, 66, 69, 70]",28
13889,BKK,2026-01-22 10:00,124,53,"[61, 63, 71]",21
13890,BKK,2026-01-22 10:15,144,43,"[66, 67, 70]",21
